variable_id,class_id,semantic_folder,execution_queue,freeze_or_route_action,current_build_status,owner_approval_status,dependency_or_split_identity,unlock_condition,allowed_next_work,queue_reason,audit_rationale,dictionary_hit_count,dictionary_hit_tables
std_hospital_current_hcpcs_event,class7_diagnosis_admin_demographic_id_map,treatment_intervention,Q7_blocked_current_source_surface,blocked_under_current_source_surface,not_built,not_owner_approved,hospital_level_surface_absent,"open only if hospital/ED workflow, orders, provider, medication, or admission-grain source surfaces are admitted",no runtime build in the current Amsterdam opening surface,Audit says the current Amsterdam opening source surface does not support a safe build.,Amsterdam opening source is ICU/MCU centered and does not expose the required MIMIC-like hospital workflow surface.,12,drugitems:3;numericitems:9
std_hospital_current_procedure_icd,class7_diagnosis_admin_demographic_id_map,treatment_intervention,Q7_blocked_current_source_surface,blocked_under_current_source_surface,not_built,not_owner_approved,hospital_level_surface_absent,"open only if hospital/ED workflow, orders, provider, medication, or admission-grain source surfaces are admitted",no runtime build in the current Amsterdam opening surface,Audit says the current Amsterdam opening source surface does not support a safe build.,Amsterdam opening source is ICU/MCU centered and does not expose the required MIMIC-like hospital workflow surface.,10,listitems:6;numericitems:4
std_hospital_medication_order_intent,class7_diagnosis_admin_demographic_id_map,medication,Q7_blocked_current_source_surface,blocked_under_current_source_surface,not_built,not_owner_approved,hospital_level_surface_absent,"open only if hospital/ED workflow, orders, provider, medication, or admission-grain source surfaces are admitted",no runtime build in the current Amsterdam opening surface,Audit says the current Amsterdam opening source surface does not support a safe build.,Amsterdam opening source is ICU/MCU centered and does not expose the required MIMIC-like hospital workflow surface.,5,drugitems:1;numericitems:4
std_hospital_medication_order_workflow,class7_diagnosis_admin_demographic_id_map,medication,Q7_blocked_current_source_surface,blocked_under_current_source_surface,not_built,not_owner_approved,hospital_level_surface_absent,"open only if hospital/ED workflow, orders, provider, medication, or admission-grain source surfaces are admitted",no runtime build in the current Amsterdam opening surface,Audit says the current Amsterdam opening source surface does not support a safe build.,Amsterdam opening source is ICU/MCU centered and does not expose the required MIMIC-like hospital workflow surface.,5,drugitems:1;numericitems:4
std_hospital_provider_order_detail_field,class7_diagnosis_admin_demographic_id_map,orders,Q7_blocked_current_source_surface,blocked_under_current_source_surface,not_built,not_owner_approved,hospital_level_surface_absent,"open only if hospital/ED workflow, orders, provider, medication, or admission-grain source surfaces are admitted",no runtime build in the current Amsterdam opening surface,Audit says the current Amsterdam opening source surface does not support a safe build.,Amsterdam opening source is ICU/MCU centered and does not expose the required MIMIC-like hospital workflow surface.,4,numericitems:4
std_hospital_provider_order_event,class7_diagnosis_admin_demographic_id_map,orders,Q7_blocked_current_source_surface,blocked_under_current_source_surface,not_built,not_owner_approved,hospital_level_surface_absent,"open only if hospital/ED workflow, orders, provider, medication, or admission-grain source surfaces are admitted",no runtime build in the current Amsterdam opening surface,Audit says the current Amsterdam opening source surface does not support a safe build.,Amsterdam opening source is ICU/MCU centered and does not expose the required MIMIC-like hospital workflow surface.,12,drugitems:3;numericitems:9
std_race,class7_diagnosis_admin_demographic_id_map,demographics,Q7_blocked_current_source_surface,blocked_under_current_source_surface,not_built,not_owner_approved,known_source_boundary,open only if an Amsterdam demographic race/ethnicity source is admitted,no runtime build in the current Amsterdam opening surface,Audit says the current Amsterdam opening source surface does not support a safe build.,Current Amsterdam opening source does not prove the required same-name source hierarchy or demographic field.,16,drugitems:9;numericitems:7
std_microbiology_antibiotic_susceptibility,class9_microbiology_multi_entity_family,laboratory,Q7_blocked_current_source_surface,blocked_under_current_source_surface,not_built,not_owner_approved,known_source_boundary,"open only after a microbiology hierarchy with test, organism/isolate, and susceptibility linkage is admitted",no runtime build in the current Amsterdam opening surface,Audit says the current Amsterdam opening source surface does not support a safe build.,Current Amsterdam opening source does not prove the required same-name source hierarchy or demographic field.,0,
std_microbiology_organism_isolate,class9_microbiology_multi_entity_family,laboratory,Q7_blocked_current_source_surface,blocked_under_current_source_surface,not_built,not_owner_approved,known_source_boundary,"open only after a microbiology hierarchy with test, organism/isolate, and susceptibility linkage is admitted",no runtime build in the current Amsterdam opening surface,Audit says the current Amsterdam opening source surface does not support a safe build.,Current Amsterdam opening source does not prove the required same-name source hierarchy or demographic field.,0,
std_microbiology_test_event,class9_microbiology_multi_entity_family,laboratory,Q7_blocked_current_source_surface,blocked_under_current_source_surface,not_built,not_owner_approved,known_source_boundary,"open only after a microbiology hierarchy with test, organism/isolate, and susceptibility linkage is admitted",no runtime build in the current Amsterdam opening surface,Audit says the current Amsterdam opening source surface does not support a safe build.,Current Amsterdam opening source does not prove the required same-name source hierarchy or demographic field.,136,drugitems:3;freetextitems:11;listitems:107;numericitems:11;procedureorderitems:3;processitems:1
