variable_id,semantic_folder,value_type,grain,class_id,amsterdam_status_bucket,amsterdam_phase,amsterdam_already_public_covered,dictionary_hit_count,dictionary_hit_tables,priority_tier,rationale
std_other_cells_pct_csf,laboratory,numeric measurement,event-level measurement,class1_event_level_numeric,bounded_candidate_only,specimen_or_body_fluid_scope_needs_review,False,23,drugitems:4;freetextitems:2;listitems:8;procedureorderitems:7;processitems:2,9_not_in_ready_batch,"Dictionary evidence exists, but specimen/body-fluid identity needs item-level source review before approval."
std_other_cells_pct_joint_fluid,laboratory,numeric measurement,event-level measurement,class1_event_level_numeric,bounded_candidate_only,specimen_or_body_fluid_scope_needs_review,False,23,drugitems:4;freetextitems:2;listitems:8;procedureorderitems:7;processitems:2,9_not_in_ready_batch,"Dictionary evidence exists, but specimen/body-fluid identity needs item-level source review before approval."
std_other_cells_pct_other_body_fluid,laboratory,numeric measurement,event-level measurement,class1_event_level_numeric,bounded_candidate_only,specimen_or_body_fluid_scope_needs_review,False,23,drugitems:4;freetextitems:2;listitems:8;procedureorderitems:7;processitems:2,9_not_in_ready_batch,"Dictionary evidence exists, but specimen/body-fluid identity needs item-level source review before approval."
std_other_cells_pct_pleural,laboratory,numeric measurement,event-level measurement,class1_event_level_numeric,bounded_candidate_only,specimen_or_body_fluid_scope_needs_review,False,23,drugitems:4;freetextitems:2;listitems:8;procedureorderitems:7;processitems:2,9_not_in_ready_batch,"Dictionary evidence exists, but specimen/body-fluid identity needs item-level source review before approval."
std_oxygen_partial_pressure_bg_allspecimen,laboratory,numeric measurement,event-level measurement,class1_event_level_numeric,same_name_ready,direct_numeric_source_ready,False,89,drugitems:1;listitems:20;numericitems:68,2_numeric_spine_later,Amsterdam numericitems/dictionary evidence supports a direct event-level candidate with low semantic risk.
std_oxygen_saturation_bg_allspecimen,laboratory,numeric measurement,event-level measurement,class1_event_level_numeric,same_name_ready,direct_numeric_source_ready,False,31,listitems:20;numericitems:11,2_numeric_spine_later,Amsterdam numericitems/dictionary evidence supports a direct event-level candidate with low semantic risk.
std_oxygen_saturation_bg_arterial_specimen,laboratory,numeric measurement,event-level measurement,class1_event_level_numeric,same_name_ready,direct_numeric_source_ready,False,31,listitems:20;numericitems:11,2_numeric_spine_later,Amsterdam numericitems/dictionary evidence supports a direct event-level candidate with low semantic risk.
std_paco2,laboratory,numeric measurement,event-level measurement,class1_event_level_numeric,same_name_ready,already_public_covered,True,6,numericitems:6,0_already_covered,Already public-covered for Amsterdam under current governed evidence.
std_pao2,laboratory,numeric measurement,event-level measurement,class1_event_level_numeric,same_name_ready,already_public_covered,True,7,numericitems:7,0_already_covered,Already public-covered for Amsterdam under current governed evidence.
std_pao2_fio2_ratio,laboratory,numeric measurement,event-level measurement,class1_event_level_numeric,bounded_candidate_only,numeric_dictionary_hit_needs_item_review,False,49,drugitems:3;freetextitems:1;listitems:17;numericitems:28,9_not_in_ready_batch,"Amsterdam dictionary has candidate numeric items, but this long-tail variable needs item-level review."
std_patient_temperature_bg,laboratory,numeric measurement,event-level measurement,class1_event_level_numeric,bounded_candidate_only,blood_gas_item_family_needs_review,False,49,listitems:36;numericitems:13,9_not_in_ready_batch,"Blood-gas source evidence exists, but the all-specimen/arterial/source-family rule must be locked."
std_ph_bg,laboratory,numeric measurement,event-level measurement,class1_event_level_numeric,same_name_ready,already_public_covered,True,2,numericitems:2,0_already_covered,Already public-covered for Amsterdam under current governed evidence.
std_ph_other_body_fluid,laboratory,numeric measurement,event-level measurement,class1_event_level_numeric,not_supported_or_blocked,no_dictionary_hit_in_opening_scan,False,0,,9_not_in_ready_batch,No clear Amsterdam item-dictionary hit was found in the opening scan.
std_ph_urine,laboratory,numeric measurement,event-level measurement,class1_event_level_numeric,not_supported_or_blocked,no_dictionary_hit_in_opening_scan,False,0,,9_not_in_ready_batch,No clear Amsterdam item-dictionary hit was found in the opening scan.
std_phosphate,laboratory,numeric measurement,event-level measurement,class1_event_level_numeric,bounded_candidate_only,numeric_dictionary_hit_needs_item_review,False,2,drugitems:2,9_not_in_ready_batch,"Amsterdam dictionary has candidate numeric items, but this long-tail variable needs item-level review."
std_plasma_cells_pct,laboratory,numeric measurement,event-level measurement,class1_event_level_numeric,bounded_candidate_only,numeric_dictionary_hit_needs_item_review,False,44,drugitems:3;freetextitems:24;numericitems:16;processitems:1,9_not_in_ready_batch,"Amsterdam dictionary has candidate numeric items, but this long-tail variable needs item-level review."
std_plasma_cells_pct_ascites,laboratory,numeric measurement,event-level measurement,class1_event_level_numeric,bounded_candidate_only,specimen_or_body_fluid_scope_needs_review,False,44,drugitems:3;freetextitems:24;numericitems:16;processitems:1,9_not_in_ready_batch,"Dictionary evidence exists, but specimen/body-fluid identity needs item-level source review before approval."
std_plasma_cells_pct_csf,laboratory,numeric measurement,event-level measurement,class1_event_level_numeric,bounded_candidate_only,specimen_or_body_fluid_scope_needs_review,False,44,drugitems:3;freetextitems:24;numericitems:16;processitems:1,9_not_in_ready_batch,"Dictionary evidence exists, but specimen/body-fluid identity needs item-level source review before approval."
std_plasma_cells_pct_other_body_fluid,laboratory,numeric measurement,event-level measurement,class1_event_level_numeric,bounded_candidate_only,specimen_or_body_fluid_scope_needs_review,False,44,drugitems:3;freetextitems:24;numericitems:16;processitems:1,9_not_in_ready_batch,"Dictionary evidence exists, but specimen/body-fluid identity needs item-level source review before approval."
std_plasma_cells_pct_pleural,laboratory,numeric measurement,event-level measurement,class1_event_level_numeric,bounded_candidate_only,specimen_or_body_fluid_scope_needs_review,False,44,drugitems:3;freetextitems:24;numericitems:16;processitems:1,9_not_in_ready_batch,"Dictionary evidence exists, but specimen/body-fluid identity needs item-level source review before approval."
std_platelet_count,laboratory,numeric measurement,event-level measurement,class1_event_level_numeric,same_name_ready,already_public_covered,True,9,drugitems:1;freetextitems:1;numericitems:7,0_already_covered,Already public-covered for Amsterdam under current governed evidence.
std_polys_pct_ascites,laboratory,numeric measurement,event-level measurement,class1_event_level_numeric,bounded_candidate_only,specimen_or_body_fluid_scope_needs_review,False,1,drugitems:1,9_not_in_ready_batch,"Dictionary evidence exists, but specimen/body-fluid identity needs item-level source review before approval."
std_polys_pct_csf,laboratory,numeric measurement,event-level measurement,class1_event_level_numeric,bounded_candidate_only,specimen_or_body_fluid_scope_needs_review,False,1,drugitems:1,9_not_in_ready_batch,"Dictionary evidence exists, but specimen/body-fluid identity needs item-level source review before approval."
std_polys_pct_joint_fluid,laboratory,numeric measurement,event-level measurement,class1_event_level_numeric,bounded_candidate_only,specimen_or_body_fluid_scope_needs_review,False,1,drugitems:1,9_not_in_ready_batch,"Dictionary evidence exists, but specimen/body-fluid identity needs item-level source review before approval."
std_polys_pct_other_body_fluid,laboratory,numeric measurement,event-level measurement,class1_event_level_numeric,bounded_candidate_only,specimen_or_body_fluid_scope_needs_review,False,1,drugitems:1,9_not_in_ready_batch,"Dictionary evidence exists, but specimen/body-fluid identity needs item-level source review before approval."
std_polys_pct_pleural,laboratory,numeric measurement,event-level measurement,class1_event_level_numeric,bounded_candidate_only,specimen_or_body_fluid_scope_needs_review,False,1,drugitems:1,9_not_in_ready_batch,"Dictionary evidence exists, but specimen/body-fluid identity needs item-level source review before approval."
std_potassium,laboratory,numeric measurement,event-level measurement,class1_event_level_numeric,same_name_ready,already_public_covered,True,24,drugitems:9;numericitems:15,0_already_covered,Already public-covered for Amsterdam under current governed evidence.
std_potassium_bg_whole_blood,laboratory,numeric measurement,event-level measurement,class1_event_level_numeric,bounded_candidate_only,blood_gas_item_family_needs_review,False,8,drugitems:4;numericitems:4,9_not_in_ready_batch,"Blood-gas source evidence exists, but the all-specimen/arterial/source-family rule must be locked."
std_potassium_stool,laboratory,numeric measurement,event-level measurement,class1_event_level_numeric,bounded_candidate_only,specimen_or_body_fluid_scope_needs_review,False,8,drugitems:4;numericitems:4,9_not_in_ready_batch,"Dictionary evidence exists, but specimen/body-fluid identity needs item-level source review before approval."
std_potassium_urine,laboratory,numeric measurement,event-level measurement,class1_event_level_numeric,bounded_candidate_only,specimen_or_body_fluid_scope_needs_review,False,8,drugitems:4;numericitems:4,9_not_in_ready_batch,"Dictionary evidence exists, but specimen/body-fluid identity needs item-level source review before approval."
std_pp,vital_signs,numeric measurement,event-level measurement,class1_event_level_numeric,not_supported_or_blocked,no_dictionary_hit_in_opening_scan,False,0,,9_not_in_ready_batch,No clear Amsterdam item-dictionary hit was found in the opening scan.
std_promyelocyte_pct,laboratory,numeric measurement,event-level measurement,class1_event_level_numeric,bounded_candidate_only,numeric_dictionary_hit_needs_item_review,False,2,numericitems:2,9_not_in_ready_batch,"Amsterdam dictionary has candidate numeric items, but this long-tail variable needs item-level review."
std_protein_c_activity,laboratory,numeric measurement,event-level measurement,class1_event_level_numeric,bounded_candidate_only,numeric_dictionary_hit_needs_item_review,False,13,drugitems:9;listitems:2;numericitems:2,9_not_in_ready_batch,"Amsterdam dictionary has candidate numeric items, but this long-tail variable needs item-level review."
std_protein_c_antigen,laboratory,numeric measurement,event-level measurement,class1_event_level_numeric,bounded_candidate_only,numeric_dictionary_hit_needs_item_review,False,14,drugitems:9;freetextitems:3;listitems:2,9_not_in_ready_batch,"Amsterdam dictionary has candidate numeric items, but this long-tail variable needs item-level review."
std_protein_creatinine_ratio_urine,laboratory,numeric measurement,event-level measurement,class1_event_level_numeric,bounded_candidate_only,specimen_or_body_fluid_scope_needs_review,False,55,drugitems:10;freetextitems:1;listitems:19;numericitems:25,9_not_in_ready_batch,"Dictionary evidence exists, but specimen/body-fluid identity needs item-level source review before approval."
std_protein_s_activity,laboratory,numeric measurement,event-level measurement,class1_event_level_numeric,bounded_candidate_only,numeric_dictionary_hit_needs_item_review,False,13,drugitems:9;listitems:2;numericitems:2,9_not_in_ready_batch,"Amsterdam dictionary has candidate numeric items, but this long-tail variable needs item-level review."
std_protein_s_antigen,laboratory,numeric measurement,event-level measurement,class1_event_level_numeric,bounded_candidate_only,numeric_dictionary_hit_needs_item_review,False,14,drugitems:9;freetextitems:3;listitems:2,9_not_in_ready_batch,"Amsterdam dictionary has candidate numeric items, but this long-tail variable needs item-level review."
std_protein_urinalysis_result,laboratory,categorical text,event-level measurement,class6_ordinal_text_semiquantitative_result,bounded_candidate_only,ordinal_source_hit_needs_domain_review,False,13,drugitems:9;listitems:4,9_not_in_ready_batch,"Amsterdam list/freetext/numeric evidence exists, but the result domain must be locked before approval."
std_psa,laboratory,numeric measurement,event-level measurement,class1_event_level_numeric,not_supported_or_blocked,no_dictionary_hit_in_opening_scan,False,0,,9_not_in_ready_batch,No clear Amsterdam item-dictionary hit was found in the opening scan.
std_pt,laboratory,numeric measurement,event-level measurement,class1_event_level_numeric,same_name_ready,direct_numeric_source_ready,False,136,drugitems:30;freetextitems:54;listitems:19;numericitems:28;procedureorderitems:2;processitems:3,2_numeric_spine_later,Amsterdam numericitems/dictionary evidence supports a direct event-level candidate with low semantic risk.
std_race,demographics,categorical text,encounter,class7_diagnosis_admin_demographic_id_map,not_supported_or_blocked,known_source_boundary,False,16,drugitems:9;numericitems:7,9_not_in_ready_batch,Current Amsterdam opening source does not prove the required same-name source hierarchy or demographic field.
std_rbc_ascites,laboratory,numeric measurement,event-level measurement,class1_event_level_numeric,not_supported_or_blocked,no_dictionary_hit_in_opening_scan,False,0,,9_not_in_ready_batch,No clear Amsterdam item-dictionary hit was found in the opening scan.
std_rbc_count,laboratory,numeric measurement,event-level measurement,class1_event_level_numeric,bounded_candidate_only,numeric_dictionary_hit_needs_item_review,False,2,numericitems:2,9_not_in_ready_batch,"Amsterdam dictionary has candidate numeric items, but this long-tail variable needs item-level review."
std_rbc_csf,laboratory,numeric measurement,event-level measurement,class1_event_level_numeric,not_supported_or_blocked,no_dictionary_hit_in_opening_scan,False,0,,9_not_in_ready_batch,No clear Amsterdam item-dictionary hit was found in the opening scan.
std_rbc_joint_fluid,laboratory,numeric measurement,event-level measurement,class1_event_level_numeric,not_supported_or_blocked,no_dictionary_hit_in_opening_scan,False,0,,9_not_in_ready_batch,No clear Amsterdam item-dictionary hit was found in the opening scan.
std_rbc_other_body_fluid,laboratory,numeric measurement,event-level measurement,class1_event_level_numeric,not_supported_or_blocked,no_dictionary_hit_in_opening_scan,False,0,,9_not_in_ready_batch,No clear Amsterdam item-dictionary hit was found in the opening scan.
std_rbc_pleural,laboratory,numeric measurement,event-level measurement,class1_event_level_numeric,not_supported_or_blocked,no_dictionary_hit_in_opening_scan,False,0,,9_not_in_ready_batch,No clear Amsterdam item-dictionary hit was found in the opening scan.
std_rbc_urine,laboratory,numeric measurement,event-level measurement,class1_event_level_numeric,not_supported_or_blocked,no_dictionary_hit_in_opening_scan,False,0,,9_not_in_ready_batch,No clear Amsterdam item-dictionary hit was found in the opening scan.
std_rdw_cv,laboratory,numeric measurement,event-level measurement,class1_event_level_numeric,not_supported_or_blocked,no_dictionary_hit_in_opening_scan,False,0,,9_not_in_ready_batch,No clear Amsterdam item-dictionary hit was found in the opening scan.
std_rdw_sd,laboratory,numeric measurement,event-level measurement,class1_event_level_numeric,not_supported_or_blocked,no_dictionary_hit_in_opening_scan,False,0,,9_not_in_ready_batch,No clear Amsterdam item-dictionary hit was found in the opening scan.
std_renal_epithelial_cells_urine_sediment_result,laboratory,categorical text,event-level measurement,class6_ordinal_text_semiquantitative_result,bounded_candidate_only,ordinal_source_hit_needs_domain_review,False,207,drugitems:11;freetextitems:60;listitems:5;numericitems:119;procedureorderitems:10;processitems:2,9_not_in_ready_batch,"Amsterdam list/freetext/numeric evidence exists, but the result domain must be locked before approval."
std_respiratory_rate,vital_signs,numeric measurement,event-level measurement,class1_event_level_numeric,same_name_ready,already_public_covered,True,18,numericitems:18,0_already_covered,Already public-covered for Amsterdam under current governed evidence.
std_respiratory_rate_setted,device_support,numeric measurement,event-level measurement,class1_event_level_numeric,bounded_candidate_only,numeric_dictionary_hit_needs_item_review,False,119,drugitems:6;listitems:83;numericitems:30,9_not_in_ready_batch,"Amsterdam dictionary has candidate numeric items, but this long-tail variable needs item-level review."
std_ret_abs,laboratory,numeric measurement,event-level measurement,class1_event_level_numeric,not_supported_or_blocked,no_dictionary_hit_in_opening_scan,False,0,,9_not_in_ready_batch,No clear Amsterdam item-dictionary hit was found in the opening scan.
std_ret_pct,laboratory,numeric measurement,event-level measurement,class1_event_level_numeric,not_supported_or_blocked,no_dictionary_hit_in_opening_scan,False,0,,9_not_in_ready_batch,No clear Amsterdam item-dictionary hit was found in the opening scan.
std_rrt_active,treatment_state,current approved database assets still need explicit public normalization,current approved database assets still need explicit public normalization,class3_binary_state_episode,same_name_ready,already_public_covered,True,2,drugitems:2,0_already_covered,Already public-covered for Amsterdam under current governed evidence.
std_rrt_fluid_removal_event,intake_output_balance,current approved database assets still need explicit public normalization,current approved database assets still need explicit public normalization,class4_treatment_device_io_event_stream,same_name_ready,already_public_covered,True,22,drugitems:3;listitems:4;numericitems:15,0_already_covered,Already public-covered for Amsterdam under current governed evidence.
std_rrt_modality_episode,treatment_state,current approved database assets still need explicit public normalization,current approved database assets still need explicit public normalization,class5_episode_interval_bridge,same_name_ready,already_public_covered,True,0,,0_already_covered,Already public-covered for Amsterdam under current governed evidence.
std_sao2,laboratory,numeric measurement,event-level measurement,class1_event_level_numeric,not_supported_or_blocked,no_dictionary_hit_in_opening_scan,False,0,,9_not_in_ready_batch,No clear Amsterdam item-dictionary hit was found in the opening scan.
std_sapsii,scores,numeric score,ICU stay,class8_score_phenotype_composite_derived,bounded_candidate_only,score_or_phenotype_component_review_needed,False,0,,9_not_in_ready_batch,"Amsterdam may support score/phenotype construction, but component trace and timing rules must be governed."
std_sbp,vital_signs,numeric measurement,event-level measurement,class1_event_level_numeric,same_name_ready,already_public_covered,True,7,numericitems:7,0_already_covered,Already public-covered for Amsterdam under current governed evidence.
std_sepsis3_onset_delta_sofa_from_chronic_baseline,diagnosis_computable,mixed_numeric_or_text,icu_stay_positive_onset,class8_score_phenotype_composite_derived,bounded_candidate_only,score_or_phenotype_component_review_needed,False,4,drugitems:1;freetextitems:1;procedureorderitems:2,9_not_in_ready_batch,"Amsterdam may support score/phenotype construction, but component trace and timing rules must be governed."
std_sepsis3_onset_official_zero_baseline_assumed,diagnosis_computable,mixed_numeric_or_text,icu_stay_positive_onset,class8_score_phenotype_composite_derived,bounded_candidate_only,score_or_phenotype_component_review_needed,False,0,,9_not_in_ready_batch,"Amsterdam may support score/phenotype construction, but component trace and timing rules must be governed."
std_septic_shock_criteria_event,diagnosis_computable,mixed_numeric_or_text,icu_stay_event,class8_score_phenotype_composite_derived,bounded_candidate_only,score_or_phenotype_component_review_needed,False,8,drugitems:3;numericitems:5,9_not_in_ready_batch,"Amsterdam may support score/phenotype construction, but component trace and timing rules must be governed."
std_septic_shock_onset,diagnosis_computable,mixed_numeric_or_text,ICU stay,class8_score_phenotype_composite_derived,bounded_candidate_only,score_or_phenotype_component_review_needed,False,0,,9_not_in_ready_batch,"Amsterdam may support score/phenotype construction, but component trace and timing rules must be governed."
std_sex,demographics,categorical text,patient,class7_diagnosis_admin_demographic_id_map,same_name_ready,already_public_covered,True,0,,0_already_covered,Already public-covered for Amsterdam under current governed evidence.
std_sic_criteria_event,diagnosis_computable,mixed_numeric_or_text,icu_stay_event,class8_score_phenotype_composite_derived,bounded_candidate_only,score_or_phenotype_component_review_needed,False,8,drugitems:3;numericitems:5,9_not_in_ready_batch,"Amsterdam may support score/phenotype construction, but component trace and timing rules must be governed."
std_sic_onset,diagnosis_computable,mixed_numeric_or_text,ICU stay,class8_score_phenotype_composite_derived,bounded_candidate_only,score_or_phenotype_component_review_needed,False,0,,9_not_in_ready_batch,"Amsterdam may support score/phenotype construction, but component trace and timing rules must be governed."
std_sirs,scores,numeric score,ICU stay,class8_score_phenotype_composite_derived,bounded_candidate_only,score_or_phenotype_component_review_needed,False,2,listitems:2,9_not_in_ready_batch,"Amsterdam may support score/phenotype construction, but component trace and timing rules must be governed."
std_sodium,laboratory,numeric measurement,event-level measurement,class1_event_level_numeric,same_name_ready,already_public_covered,True,33,drugitems:17;numericitems:16,0_already_covered,Already public-covered for Amsterdam under current governed evidence.
std_sodium_bg_whole_blood,laboratory,numeric measurement,event-level measurement,class1_event_level_numeric,bounded_candidate_only,blood_gas_item_family_needs_review,False,15,drugitems:11;numericitems:4,9_not_in_ready_batch,"Blood-gas source evidence exists, but the all-specimen/arterial/source-family rule must be locked."
std_sodium_stool,laboratory,numeric measurement,event-level measurement,class1_event_level_numeric,bounded_candidate_only,specimen_or_body_fluid_scope_needs_review,False,15,drugitems:11;numericitems:4,9_not_in_ready_batch,"Dictionary evidence exists, but specimen/body-fluid identity needs item-level source review before approval."
std_sodium_urine,laboratory,numeric measurement,event-level measurement,class1_event_level_numeric,bounded_candidate_only,specimen_or_body_fluid_scope_needs_review,False,15,drugitems:11;numericitems:4,9_not_in_ready_batch,"Dictionary evidence exists, but specimen/body-fluid identity needs item-level source review before approval."
std_sofa,scores,numeric_score_time_series,icu_stay_hour,class8_score_phenotype_composite_derived,bounded_candidate_only,score_or_phenotype_component_review_needed,False,2,procedureorderitems:2,9_not_in_ready_batch,"Amsterdam may support score/phenotype construction, but component trace and timing rules must be governed."
std_sofa2,scores,integer_score_with_component_trace,event-level measurement,class8_score_phenotype_composite_derived,bounded_candidate_only,score_or_phenotype_component_review_needed,False,0,,9_not_in_ready_batch,"Amsterdam may support score/phenotype construction, but component trace and timing rules must be governed."
std_sofa2_cardiovascular_helper,scores,integer_score_with_rule_trace,event-level measurement,class8_score_phenotype_composite_derived,bounded_candidate_only,score_or_phenotype_component_review_needed,False,174,listitems:174,9_not_in_ready_batch,"Amsterdam may support score/phenotype construction, but component trace and timing rules must be governed."
std_sofa2_first_day,scores,integer_score_with_component_trace,ICU stay,class8_score_phenotype_composite_derived,bounded_candidate_only,score_or_phenotype_component_review_needed,False,0,,9_not_in_ready_batch,"Amsterdam may support score/phenotype construction, but component trace and timing rules must be governed."
std_sofa2_neurologic_helper,scores,integer_score_with_rule_trace,event-level measurement,class8_score_phenotype_composite_derived,bounded_candidate_only,score_or_phenotype_component_review_needed,False,92,listitems:92,9_not_in_ready_batch,"Amsterdam may support score/phenotype construction, but component trace and timing rules must be governed."
std_sofa2_renal_helper,scores,integer_score_with_rule_trace,event-level measurement,class8_score_phenotype_composite_derived,bounded_candidate_only,score_or_phenotype_component_review_needed,False,16,drugitems:6;listitems:5;numericitems:5,9_not_in_ready_batch,"Amsterdam may support score/phenotype construction, but component trace and timing rules must be governed."
std_sofa_first_day,scores,numeric score,ICU stay,class8_score_phenotype_composite_derived,bounded_candidate_only,score_or_phenotype_component_review_needed,False,2,procedureorderitems:2,9_not_in_ready_batch,"Amsterdam may support score/phenotype construction, but component trace and timing rules must be governed."
std_specific_gravity_urine,laboratory,numeric measurement,event-level measurement,class1_event_level_numeric,bounded_candidate_only,specimen_or_body_fluid_scope_needs_review,False,4,numericitems:4,9_not_in_ready_batch,"Dictionary evidence exists, but specimen/body-fluid identity needs item-level source review before approval."
std_spo2,vital_signs,numeric measurement,event-level measurement,class1_event_level_numeric,same_name_ready,already_public_covered,True,4,numericitems:4,0_already_covered,Already public-covered for Amsterdam under current governed evidence.
std_supplemental_oxygen_active,treatment_state,state_episode,icu_stay_episode,class3_binary_state_episode,bounded_candidate_only,known_bounded_candidate_from_prior_review,False,33,drugitems:2;listitems:20;numericitems:11,9_not_in_ready_batch,"Amsterdam source evidence exists, but current item/state semantics are not narrow enough for same-name approval."
std_suspected_infection_event,diagnosis_computable,mixed_numeric_or_text,event-level measurement,class8_score_phenotype_composite_derived,bounded_candidate_only,score_or_phenotype_component_review_needed,False,8,drugitems:3;numericitems:5,9_not_in_ready_batch,"Amsterdam may support score/phenotype construction, but component trace and timing rules must be governed."
std_tacrofk,laboratory,numeric measurement,event-level measurement,class1_event_level_numeric,not_supported_or_blocked,no_dictionary_hit_in_opening_scan,False,0,,9_not_in_ready_batch,No clear Amsterdam item-dictionary hit was found in the opening scan.
std_tandem_heart_active,treatment_state,state_episode,icu_stay_episode,class3_binary_state_episode,bounded_candidate_only,state_source_review_needed,False,37,drugitems:2;listitems:32;numericitems:3,9_not_in_ready_batch,"Amsterdam processitems/listitems/drugitems may support this state, but item/state boundaries need a focused source audit."
std_temp,vital_signs,numeric measurement,event-level measurement,class1_event_level_numeric,same_name_ready,already_public_covered,True,51,drugitems:1;listitems:24;numericitems:24;procedureorderitems:2,0_already_covered,Already public-covered for Amsterdam under current governed evidence.
std_temporary_mechanical_circulatory_support_active,treatment_state,state_episode,icu_stay_episode,class3_binary_state_episode,bounded_candidate_only,state_source_review_needed,False,54,listitems:53;numericitems:1,9_not_in_ready_batch,"Amsterdam processitems/listitems/drugitems may support this state, but item/state boundaries need a focused source audit."
std_temporary_mechanical_circulatory_support_parameter_event,device_support,device_parameter_event,event-level measurement,class4_treatment_device_io_event_stream,bounded_candidate_only,event_stream_source_review_needed,False,54,listitems:53;numericitems:1,9_not_in_ready_batch,"Amsterdam drugitems/numericitems/procedure/process tables support event-stream candidates, but unit/grain/source-family rules need review."
std_temporary_vad_active,treatment_state,state_episode,icu_stay_episode,class3_binary_state_episode,bounded_candidate_only,state_source_review_needed,False,2,drugitems:2,9_not_in_ready_batch,"Amsterdam processitems/listitems/drugitems may support this state, but item/state boundaries need a focused source audit."
std_thrombin_time,laboratory,numeric measurement,event-level measurement,class1_event_level_numeric,bounded_candidate_only,numeric_dictionary_hit_needs_item_review,False,16,drugitems:2;freetextitems:1;numericitems:12;procedureorderitems:1,9_not_in_ready_batch,"Amsterdam dictionary has candidate numeric items, but this long-tail variable needs item-level review."
std_tibc,laboratory,numeric measurement,event-level measurement,class1_event_level_numeric,not_supported_or_blocked,no_dictionary_hit_in_opening_scan,False,0,,9_not_in_ready_batch,No clear Amsterdam item-dictionary hit was found in the opening scan.
std_total_bilirubin,laboratory,numeric measurement,event-level measurement,class1_event_level_numeric,same_name_ready,direct_numeric_source_ready,False,7,freetextitems:1;numericitems:6,2_numeric_spine_later,Amsterdam numericitems/dictionary evidence supports a direct event-level candidate with low semantic risk.
std_total_bilirubin_ascites,laboratory,numeric measurement,event-level measurement,class1_event_level_numeric,bounded_candidate_only,specimen_or_body_fluid_scope_needs_review,False,15,drugitems:4;freetextitems:1;numericitems:10,9_not_in_ready_batch,"Dictionary evidence exists, but specimen/body-fluid identity needs item-level source review before approval."
std_total_bilirubin_other_body_fluid,laboratory,numeric measurement,event-level measurement,class1_event_level_numeric,bounded_candidate_only,specimen_or_body_fluid_scope_needs_review,False,15,drugitems:4;freetextitems:1;numericitems:10,9_not_in_ready_batch,"Dictionary evidence exists, but specimen/body-fluid identity needs item-level source review before approval."
std_total_calcium,laboratory,numeric measurement,event-level measurement,class1_event_level_numeric,bounded_candidate_only,numeric_dictionary_hit_needs_item_review,False,31,drugitems:16;numericitems:14;procedureorderitems:1,9_not_in_ready_batch,"Amsterdam dictionary has candidate numeric items, but this long-tail variable needs item-level review."
std_total_cholesterol,laboratory,numeric measurement,event-level measurement,class1_event_level_numeric,bounded_candidate_only,numeric_dictionary_hit_needs_item_review,False,12,drugitems:4;numericitems:8,9_not_in_ready_batch,"Amsterdam dictionary has candidate numeric items, but this long-tail variable needs item-level review."
std_total_cholesterol_pleural,laboratory,numeric measurement,event-level measurement,class1_event_level_numeric,bounded_candidate_only,specimen_or_body_fluid_scope_needs_review,False,12,drugitems:4;numericitems:8,9_not_in_ready_batch,"Dictionary evidence exists, but specimen/body-fluid identity needs item-level source review before approval."
std_total_co2_bg,laboratory,numeric measurement,event-level measurement,class1_event_level_numeric,bounded_candidate_only,blood_gas_item_family_needs_review,False,10,drugitems:4;numericitems:6,9_not_in_ready_batch,"Blood-gas source evidence exists, but the all-specimen/arterial/source-family rule must be locked."
std_total_hdl_cholesterol_ratio,laboratory,numeric measurement,event-level measurement,class1_event_level_numeric,bounded_candidate_only,numeric_dictionary_hit_needs_item_review,False,52,drugitems:5;freetextitems:1;listitems:17;numericitems:29,9_not_in_ready_batch,"Amsterdam dictionary has candidate numeric items, but this long-tail variable needs item-level review."
std_total_nucleated_cells_ascites,laboratory,numeric measurement,event-level measurement,class1_event_level_numeric,bounded_candidate_only,specimen_or_body_fluid_scope_needs_review,False,14,drugitems:6;freetextitems:2;numericitems:6,9_not_in_ready_batch,"Dictionary evidence exists, but specimen/body-fluid identity needs item-level source review before approval."
std_total_nucleated_cells_csf,laboratory,numeric measurement,event-level measurement,class1_event_level_numeric,bounded_candidate_only,specimen_or_body_fluid_scope_needs_review,False,14,drugitems:6;freetextitems:2;numericitems:6,9_not_in_ready_batch,"Dictionary evidence exists, but specimen/body-fluid identity needs item-level source review before approval."
std_total_nucleated_cells_joint_fluid,laboratory,numeric measurement,event-level measurement,class1_event_level_numeric,bounded_candidate_only,specimen_or_body_fluid_scope_needs_review,False,14,drugitems:6;freetextitems:2;numericitems:6,9_not_in_ready_batch,"Dictionary evidence exists, but specimen/body-fluid identity needs item-level source review before approval."
std_total_nucleated_cells_other_body_fluid,laboratory,numeric measurement,event-level measurement,class1_event_level_numeric,bounded_candidate_only,specimen_or_body_fluid_scope_needs_review,False,14,drugitems:6;freetextitems:2;numericitems:6,9_not_in_ready_batch,"Dictionary evidence exists, but specimen/body-fluid identity needs item-level source review before approval."
std_total_nucleated_cells_pleural,laboratory,numeric measurement,event-level measurement,class1_event_level_numeric,bounded_candidate_only,specimen_or_body_fluid_scope_needs_review,False,14,drugitems:6;freetextitems:2;numericitems:6,9_not_in_ready_batch,"Dictionary evidence exists, but specimen/body-fluid identity needs item-level source review before approval."
